,id,full_name,first_name,last_name,is_active
524,1629685,Dylan Windler,Dylan,Windler,True
525,1626159,Justise Winslow,Justise,Winslow,True
526,1630164,James Wiseman,James,Wiseman,True
527,1626174,Christian Wood,Christian,Wood,True
528,1626153,Delon Wright,Delon,Wright,True
529,1630593,McKinley Wright IV,McKinley,Wright IV,True
530,201152,Thaddeus Young,Thaddeus,Young,True
531,1629027,Trae Young,Trae,Young,True
532,1630209,Omer Yurtseven,Omer,Yurtseven,True
533,203469,Cody Zeller,Cody,Zeller,True
534,1627826,Ivica Zubac,Ivica,Zubac,True
